title,director1,director2,domestic,distributor,release,genre,runtime,rating,budget,worldwide,actor1,actor2,actor3,actor4,actor5,actor6,producer1,producer2,producer3,producer4,producer5,producer6,writer1,writer2,composer1,composer2
The Alibi,N/A,N/A,N/A,IDP,N/A,Crime Comedy,1 hrs. 30 min.,R,N/A,"$138,704",Steve Coogan,Rebecca Romijn,James Marsden,Sam Elliott,John Leguizamo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alexandre Desplat,N/A
Alice,Woody Allen,N/A,"$14,679,800",Orion Pictures,"December 25, 1990",Fantasy Comedy,1 hrs. 46 min.,PG-13,N/A,N/A,Alec Baldwin*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Woody Allen,N/A,N/A,N/A
Alice Doesn't Live Here Anymore,Martin Scorsese,N/A,"$83,849,200",Warner Bros.,"December 9, 1974",Comedy / Drama,1 hrs. 52 min.,PG,N/A,N/A,Jodie Foster*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alice et Martin,N/A,N/A,"$783,400",USA Films,"July 21, 2000",Unknown,2 hrs. 3 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alice in Wonderland (2010),Tim Burton,N/A,"$354,368,700",Buena Vista,"March 5, 2010",Family Adventure,1 hrs. 49 min.,PG,$200 million,"$1,025,467,110",Mia Wasikowska,Johnny Depp,Helena Bonham Carter,Anne Hathaway,Michael Sheen,Alan Rickman,Joe Roth,N/A,N/A,N/A,N/A,N/A,Linda Woolverton,N/A,Danny Elfman,N/A
Alice Neel,N/A,N/A,"$60,000",SeeThink Productions,"April 20, 2007",Documentary,1 hrs. 21 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alice Through the Looking Glass,N/A,N/A,"$74,437,900",Buena Vista,"May 27, 2016",Family Adventure,1 hrs. 52 min.,PG,$170 million,"$299,457,024",Johnny Depp,Anne Hathaway,Mia Wasikowska,Helena Bonham Carter,Rhys Ifans,Alan Rickman,Tim Burton,Joe Roth,N/A,N/A,N/A,N/A,Linda Woolverton,N/A,Danny Elfman,N/A
Alice's House (A Casa de Alice),N/A,N/A,"$72,600",Vitagraph,"January 25, 2008",Foreign,1 hrs. 32 min.,Unrated,N/A,"$193,531",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alien,Ridley Scott,N/A,"$265,141,600",Fox,"May 25, 1979",Sci-Fi Horror,1 hrs. 57 min.,R,$11 million,"$104,931,801",Ian Holm,Sigourney Weaver,N/A,N/A,N/A,N/A,Gordon Carroll,David Giler,Walter Hill,N/A,N/A,N/A,N/A,N/A,Jerry Goldsmith,N/A
Alien 3,David Fincher,N/A,"$112,684,800",Fox,"May 22, 1992",Sci-Fi Horror,1 hrs. 54 min.,R,$50 million,"$159,814,498",Sigourney Weaver,Lance Henriksen,N/A,N/A,N/A,N/A,Gordon Carroll,David Giler,Walter Hill,N/A,N/A,N/A,N/A,N/A,Elliot Goldenthal,N/A
Alien Abduction,N/A,N/A,"$13,000",IFC,"April 4, 2014",Sci-Fi Horror,1 hrs. 25 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alien Adventure (IMAX),N/A,N/A,"$12,068,900",N Wave,"August 20, 1999",IMAX,0 hrs. 35 min.,Unrated,N/A,"$24,074,680",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alien Nation,N/A,N/A,"$51,720,900",Fox,"October 7, 1988",Sci-Fi Action,1 hrs. 31 min.,R,N/A,"$32,155,047",N/A,N/A,N/A,N/A,N/A,N/A,Gale Anne Hurd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alien Resurrection,Jean-Pierre Jeunet,N/A,"$87,781,600",Fox,"November 26, 1997",Sci-Fi Horror,1 hrs. 49 min.,R,$75 million,"$161,376,068",Sigourney Weaver,Winona Ryder,Ron Perlman,N/A,N/A,N/A,Bill Badalato,Gordon Carroll,David Giler,Walter Hill,N/A,N/A,Joss Whedon,N/A,John Frizzell,N/A
Alien Trespass,N/A,N/A,"$118,100",Roadside Attractions,"April 3, 2009",Sci-Fi Comedy,1 hrs. 28 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alien Vs. Predator,Paul W.S. Anderson,N/A,"$108,982,100",Fox,"August 13, 2004",Sci-Fi Horror,1 hrs. 27 min.,PG-13,$60 million,"$172,544,654",Ewen Bremner,Sanaa Lathan,Lance Henriksen,N/A,N/A,N/A,Gordon Carroll,John Davis,David Giler,Wyck Godfrey,Thomas M. Hammel,Walter Hill,Paul W.S. Anderson,N/A,Harald Kloser,N/A
Alien:<br/>The Director's Cut,N/A,N/A,"$2,777,700",Fox,"October 29, 2003",Sci-Fi Horror,1 hrs. 56 min.,R,N/A,"$83,944,003",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aliens,James Cameron,N/A,"$193,504,300",Fox,"July 18, 1986",Sci-Fi Horror,2 hrs. 17 min.,R,N/A,"$131,060,248",Sigourney Weaver,Lance Henriksen,Bill Paxton,N/A,N/A,N/A,Gordon Carroll*,David Giler*,Walter Hill*,Gale Anne Hurd,N/A,N/A,James Cameron,N/A,James Horner,N/A
Aliens in the Attic,John Schultz,N/A,"$28,461,000",Fox,"July 31, 2009",Family Adventure,1 hrs. 26 min.,PG,$45 million,"$57,881,056",N/A,N/A,N/A,N/A,N/A,N/A,Arnon Milchan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,John Debney,N/A
Aliens of the Deep (IMAX),James Cameron,Steven Quale,"$11,740,000",Buena Vista,"January 28, 2005",IMAX,0 hrs. 47 min.,G,N/A,"$12,770,637",N/A,N/A,N/A,N/A,N/A,N/A,James Cameron,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aliens Vs. Predator - Requiem,Greg Strause,N/A,"$49,935,300",Fox,"December 25, 2007",Sci-Fi Horror,1 hrs. 26 min.,R,N/A,"$128,884,494",N/A,N/A,N/A,N/A,N/A,N/A,John Davis,N/A,N/A,N/A,N/A,N/A,Shane Salerno,N/A,Brian Tyler,N/A
Alila,N/A,N/A,"$69,200",Kino,"February 27, 2004",Unknown,2 hrs. 2 min.,Unrated,N/A,"$50,961",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alive,Frank Marshall,N/A,"$74,798,800",Buena Vista,"January 15, 1993",Action Drama,2 hrs. 6 min.,R,N/A,N/A,Ethan Hawke,Josh Lucas*,John Malkovich*,N/A,N/A,N/A,Kathleen Kennedy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,James Newton Howard,N/A
Alive Inside,N/A,N/A,"$267,100",Bond/360,"July 18, 2014",Documentary,1 hrs. 14 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aliyah,N/A,N/A,"$8,400",Film Movement,"June 14, 2013",Foreign,1 hrs. 30 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All About Eve (re-issue),N/A,N/A,"$99,300",Fox Searchlight,"October 6, 2000",Drama,2 hrs. 18 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All About Evil,N/A,N/A,"$8,700",Peaches Christ,"July 9, 2010",Horror Comedy,N/A,Unrated,N/A,N/A,Thomas Dekker,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All About Lily Chou-Chou,N/A,N/A,"$37,300",Cowboy,"July 12, 2002",Unknown,2 hrs. 26 min.,Unrated,N/A,"$26,485",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All About My Mother,Pedro Almodovar,N/A,"$13,097,700",Sony Classics,"November 5, 1999",Foreign,1 hrs. 41 min.,R,N/A,"$67,872,296",Penelope Cruz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pedro Almodovar,N/A,Alberto Iglesias,N/A
All About Steve,N/A,N/A,"$38,127,700",Fox,"September 4, 2009",Comedy,1 hrs. 39 min.,PG-13,N/A,"$40,105,542",Sandra Bullock,Thomas Haden Church,Bradley Cooper,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Christophe Beck,N/A
All About the Benjamins,N/A,N/A,"$37,603,200",New Line,"March 8, 2002",Action Comedy,1 hrs. 35 min.,R,$15 million,"$26,306,533",Ice Cube,Eva Mendes,Bow Wow*,N/A,N/A,N/A,Matt Alvarez,Ice Cube,N/A,N/A,N/A,N/A,Ice Cube,N/A,N/A,N/A
All Access:<br/>Front Row. Backstage. Live! (IMAX),N/A,N/A,"$1,478,500",IMAX,"April 6, 2001",IMAX,1 hrs. 5 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All Babes Want to Kill Me,N/A,N/A,"$15,800",High Cotton Films,"February 16, 2005",Comedy,1 hrs. 22 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All Dogs Go to Heaven,Don Bluth,N/A,"$56,554,200",United Artists,"November 17, 1989",Animation,1 hrs. 29 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,David N. Weiss,N/A,N/A,N/A
All Dogs Go to Heaven 2,N/A,N/A,"$16,441,700",MGM,"March 29, 1996",Animation,1 hrs. 21 min.,G,N/A,N/A,Charlie Sheen*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All Good Things,Andrew Jarecki,N/A,"$618,300",Magnolia,"December 3, 2010",Thriller,1 hrs. 41 min.,R,N/A,"$644,535",Ryan Gosling,Kirsten Dunst,Frank Langella,Jeffrey Dean Morgan,Kristen Wiig,N/A,Bruna Papandrea,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rob Simonsen,N/A
All Hat,N/A,N/A,"$17,800",Alliance,"January 18, 2008",Western Comedy,1 hrs. 29 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All I Wanna Do,N/A,N/A,"$9,100",Redeemable,"March 24, 2000",Unknown,N/A,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All I Want for Christmas,N/A,N/A,"$29,659,500",Paramount,"November 8, 1991",Family,1 hrs. 32 min.,G,N/A,N/A,Leslie Nielsen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All is Bright,N/A,N/A,"$4,900",Anchor Bay Films,"October 4, 2013",Comedy / Drama,1 hrs. 47 min.,R,N/A,N/A,Paul Giamatti,Paul Rudd,Sally Hawkins,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All Is Lost,J.C. Chandor,N/A,"$6,342,500",Roadside Attractions,"October 18, 2013",Drama,1 hrs. 40 min.,PG-13,N/A,"$13,627,519",Robert Redford,N/A,N/A,N/A,N/A,N/A,Justin Nappi,Teddy Schwarzman,Kevin Turen,N/A,N/A,N/A,J.C. Chandor,N/A,N/A,N/A
All My Loved Ones,N/A,N/A,"$9,100",Northern Arts,"August 16, 2002",Family,1 hrs. 31 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All Night Long,N/A,N/A,"$13,507,100",Universal,"March 6, 1981",Unknown,1 hrs. 28 min.,R,N/A,N/A,Barbra Streisand,Dennis Quaid,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All of Me,N/A,N/A,"$91,332,700",Universal,"September 21, 1984",Fantasy Comedy,1 hrs. 33 min.,PG,N/A,N/A,Steve Martin,Lily Tomlin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All or Nothing,Mike Leigh,N/A,"$288,600",United Artists,"October 25, 2002",Unknown,2 hrs. 8 min.,R,$9 million,"$201,546",Taraji P. Henson*,Sally Hawkins*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mike Leigh,N/A,N/A,N/A
All Over Me,N/A,N/A,"$537,300",Fine Line,"April 25, 1997",Drama,1 hrs. 30 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All Over the Guy,N/A,N/A,"$1,522,600",Lions Gate,"August 10, 2001",Romantic Comedy,1 hrs. 35 min.,R,N/A,"$1,051,948",Christina Ricci,Lisa Kudrow*,N/A,N/A,N/A,N/A,Scott Budnick,Don Roos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All Roads Lead Home,N/A,N/A,"$51,500",Waldo West Productions,"September 26, 2008",Family,1 hrs. 48 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All That Jazz,N/A,N/A,"$127,033,300",Fox,"December 20, 1979",Musical,2 hrs. 3 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All the Best,N/A,N/A,"$141,700",Yash Raj,"October 16, 2009",Foreign,N/A,Unrated,N/A,"$149,807",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All the Boys Love Mandy Lane,Jonathan Levine,N/A,N/A,Radius-TWC,"October 11, 2013",Horror,1 hrs. 28 min.,R,N/A,"$1,893,697",Amber Heard,N/A,N/A,N/A,N/A,N/A,Keith Calder,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All the King's Men,Steven Zaillian,N/A,"$9,294,200",Sony / Columbia,"September 22, 2006",Drama,2 hrs. 21 min.,PG-13,$55 million,"$9,450,897",Sean Penn,Jude Law,Kate Winslet,James Gandolfini,Mark Ruffalo,Anthony Hopkins,Scott Budnick,Ryan Kavanaugh,Todd Phillips,N/A,N/A,N/A,Steven Zaillian,N/A,James Horner,N/A
All the Little Animals,N/A,N/A,"$44,100",Lions Gate,"September 3, 1999",Unknown,N/A,R,N/A,N/A,Christian Bale,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All the Marbles,N/A,N/A,"$19,614,000",MGM,"October 16, 1981",Unknown,1 hrs. 53 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All the President's Men,Alan J. Pakula,N/A,"$279,416,900",Warner Bros.,"April 7, 1976",Drama / Thriller,2 hrs. 18 min.,PG,N/A,N/A,Dustin Hoffman,Robert Redford,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All the Pretty Horses,N/A,N/A,"$23,457,400",Miramax,"December 25, 2000",Western,1 hrs. 57 min.,PG-13,$57 million,"$18,133,495",Jesse Plemons,Matt Damon,Lucas Black,Penelope Cruz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All the Queen's Men,N/A,N/A,"$34,300",Strand,"October 25, 2002",Unknown,1 hrs. 45 min.,Unrated,$15 million,N/A,Matt LeBlanc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All the Real Girls,David Gordon Green,N/A,"$768,400",Sony Classics,"February 14, 2003",Unknown,1 hrs. 48 min.,R,N/A,N/A,Zooey Deschanel,Danny McBride,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,David Gordon Green,N/A,N/A,N/A
All the Right Moves,N/A,N/A,"$46,119,200",Fox,"October 21, 1983",Sports Drama,1 hrs. 31 min.,R,N/A,N/A,Tom Cruise,Craig T. Nelson,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All Things Fair,N/A,N/A,"$25,000",PFM,"March 8, 1996",Foreign,2 hrs. 5 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All Things Must Pass,N/A,N/A,"$167,000",Gravitas Ventures,"October 16, 2015",Documentary,1 hrs. 37 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All Together,N/A,N/A,"$45,100",Kino Lorber,"October 19, 2012",Foreign,1 hrs. 36 min.,Unrated,N/A,"$7,211,180",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All's Faire in Love,N/A,N/A,"$23,600",Hannover House,"October 28, 2011",Comedy,1 hrs. 44 min.,PG-13,N/A,N/A,Cedric the Entertainer,Christina Ricci,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"All's Well, End's Well (2012)",N/A,N/A,"$51,000",China Lion,"January 27, 2012",Foreign,1 hrs. 55 min.,Unrated,N/A,"$47,919",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Allah Made Me Funny,N/A,N/A,"$78,600",Unknown,"October 3, 2008",Comedy,1 hrs. 23 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Allan Quatermain and the Lost City of Gold,N/A,N/A,"$8,088,700",Cannon Films,"January 30, 1987",Unknown,1 hrs. 39 min.,PG,N/A,N/A,Sharon Stone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Allegro,N/A,N/A,"$9,100",International Film Circuit,"May 9, 2007",Foreign,1 hrs. 28 min.,Unrated,N/A,"$7,404",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alleluia,N/A,N/A,"$6,500",Music Box Films,"July 17, 2015",Thriller,1 hrs. 33 min.,Unrated,N/A,"$6,334",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Allied,Robert Zemeckis,N/A,"$38,466,000",Paramount,"November 23, 2016",Romantic Thriller,2 hrs. 1 min.,R,$85 million,"$119,520,023",Marion Cotillard,Brad Pitt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Steven Knight,N/A,Alan Silvestri,N/A
The Allnighter,N/A,N/A,"$5,821,200",Universal,"May 1, 1987",Unknown,1 hrs. 35 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Almost an Angel,N/A,N/A,"$13,870,600",Paramount,"December 22, 1990",Comedy,1 hrs. 36 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Almost Christmas,N/A,N/A,"$40,345,100",Universal,"November 11, 2016",Comedy,1 hrs. 52 min.,PG-13,$17 million,"$42,487,325",Danny Glover,Omar Epps,Mo'Nique,N/A,N/A,N/A,Will Packer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Almost Famous,Cameron Crowe,N/A,"$50,836,100",DreamWorks,"September 15, 2000",Music Drama,2 hrs. 2 min.,R,$60 million,"$47,383,689",Billy Crudup,Frances McDormand,Kate Hudson,Zooey Deschanel,Philip Seymour Hoffman,Anna Paquin,Ian Bryce,N/A,N/A,N/A,N/A,N/A,Cameron Crowe,N/A,N/A,N/A
Almost Heroes,Christopher Guest,N/A,"$11,030,600",Warner Bros.,"May 29, 1998",Adventure Comedy,1 hrs. 30 min.,PG-13,N/A,N/A,Chris Farley,Matthew Perry,N/A,N/A,N/A,N/A,Denise Di Novi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Almost Holy,N/A,N/A,"$20,700",The Orchard,"May 20, 2016",Documentary,1 hrs. 40 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Almost Human,N/A,N/A,"$9,000",IFC,"February 21, 2014",Sci-Fi Horror,1 hrs. 20 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Almost in Love,N/A,N/A,"$2,600",Argot Pictures,"February 15, 2013",Romantic Comedy,1 hrs. 23 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Almost Peaceful,N/A,N/A,"$143,000",Empire,"August 20, 2004",Foreign,1 hrs. 34 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
An Almost Perfect Affair,N/A,N/A,"$287,100",Paramount,"April 27, 1979",Romantic Comedy,1 hrs. 31 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Almost Salinas,N/A,N/A,"$29,900",Strata Prods.,"May 9, 2003",Unknown,1 hrs. 32 min.,PG,N/A,N/A,Virginia Madsen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Almost You,Adam Brooks,N/A,"$225,600",Fox,"March 29, 1985",Unknown,1 hrs. 36 min.,R,"$1,000,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Adam Brooks*,N/A,N/A,N/A
Aloft,N/A,N/A,"$54,100",Sony Classics,"May 22, 2015",Drama,1 hrs. 52 min.,R,N/A,N/A,Jennifer Connelly,Cillian Murphy,Melanie Laurent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aloha,Cameron Crowe,N/A,"$21,526,800",Sony / Columbia,"May 29, 2015",Comedy / Drama,1 hrs. 45 min.,PG-13,$37 million,"$26,250,020",Bradley Cooper,Emma Stone,Rachel McAdams,Bill Murray,Jay Baruchel,John Krasinski,Cameron Crowe,Scott Rudin,N/A,N/A,N/A,N/A,Cameron Crowe,N/A,N/A,N/A
Aloha Summer,N/A,N/A,"$858,100",Spectrafilm,"February 26, 1988",Unknown,1 hrs. 37 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alone in Berlin,N/A,N/A,"$32,300",IFC,"January 13, 2017",Drama,1 hrs. 43 min.,R,N/A,"$33,125",Emma Thompson,Brendan Gleeson,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alone in the Dark,Uwe Boll,N/A,"$6,810,500",Lions Gate,"January 28, 2005",Horror,1 hrs. 36 min.,R,$20 million,"$10,442,808",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alone with Her,N/A,N/A,"$13,200",IFC,"January 17, 2007",Drama / Thriller,1 hrs. 19 min.,Unrated,N/A,"$844,377",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alone Yet Not Alone,N/A,N/A,"$898,800",Seatzy/IMA,"September 27, 2013",Adventure,1 hrs. 43 min.,PG-13,$7 million,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Along Came a Spider,Lee Tamahori,N/A,"$110,332,000",Paramount,"April 6, 2001",Thriller,1 hrs. 43 min.,R,$60 million,"$105,178,561",Morgan Freeman,Billy Burke,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Marc Moss,N/A,Jerry Goldsmith,N/A
Along Came Polly,N/A,N/A,"$119,590,800",Universal,"January 16, 2004",Romantic Comedy,1 hrs. 30 min.,PG-13,$42 million,"$171,963,386",Ben Stiller,Jennifer Aniston,Philip Seymour Hoffman,Alec Baldwin,Kevin Hart*,N/A,Michael Shamberg,Stacey Sher,N/A,N/A,N/A,N/A,N/A,N/A,Theodore Shapiro,N/A
Along the Roadside,N/A,N/A,"$1,400",Indican,"March 27, 2015",Comedy,1 hrs. 47 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alpha and Omega,N/A,N/A,"$26,623,200",Lionsgate,"September 17, 2010",Animation,1 hrs. 28 min.,PG,N/A,"$50,507,267",Christina Ricci,Justin Long,Hayden Panettiere,Danny Glover,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Chris Bacon,N/A
Alpha Dog,Nick Cassavetes,N/A,"$18,758,700",Universal,"January 12, 2007",Drama,2 hrs. 2 min.,R,N/A,"$32,145,115",Anton Yelchin,Justin Timberlake,Sharon Stone,Ben Foster,Amanda Seyfried,Bruce Willis,Sidney Kimmel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Aaron Zigman,N/A
Alphabet City,N/A,N/A,"$17,651,800",Atlantic,"May 4, 1984",Unknown,1 hrs. 26 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Alphabet Killer,N/A,N/A,"$35,000",Anchor Bay Films,"November 7, 2008",Drama / Thriller,1 hrs. 40 min.,R,N/A,"$106,596",Cary Elwes,Melissa Leo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
